review_id,mismatch_proxy,mismatch_type,rating,description,review
681844946189369476,0.33549220739773933,over,4.89,"Charming 2 Bedroom + Workstation apartment in Downtown Albany. Centrally located and easy walking! NFL Blitz Arcade Game. Pets allowed! 2nd FL apartment with an elevator on site!  Enjoy hardwood floors, a custom kitchen, soaking bathtub, and central AC. Featuring a King Bed, Queen bed, pull-out couch, workstation with monitor, and free WiFi. Includes access to a shared washer/dryer.  For long term stays over 1 month, a monthly parking space will be included. Parking garage close by.","El alojamiento muy bien ubicado y muy lindo. Lo unico en contra es que no tiene ventilación. De todas maneras, super recomendable!  Really good apartment. Great location near to the bus. The only bad thing its that the apartment doesnt have ventilation."
876856118412904154,0.30081667111512633,over,4.89,"Forget your worries in this spacious and serene space. Open floor plan with updated kitchen & bath. Great space to call home for a night or several months. Walking distance to several great restaurants in area. Close to universities, hospital and major malls. Off street parking is located directly behind building.",Dianas place was just as described.  It was a peaceful respite from activities in the city.  It was extremely clean and pleasant.  And the location was convenient for anything in the capital district.
1328415542186841694,0.297618425845922,over,4.96,"The whole group will enjoy easy access to everything from this centrally located place. Large open floor plan with living room, dining room, work area, kitchen and full bath all on one floor. Front and back porch complete this level. Second floor has four good size bedrooms, all with closets and additional full bath. Great location near St. Peters, Albany medical, colleges, major highways 🛣️ and more. Offstreet parking and yard make this a great place to stop for some adventures","Diana's house is a great place to stay for a group of people.  It's a short walk a way from a few bars and restaurants, which was quite handy!  The neighborhood itself is very quiet and being the last house on the street made it feel very private.  Only thing to note is make sure you bring earplugs in case it's a windy night the windows could howl a bit in the night, but otherwise it was pretty quiet."
1476942854315111304,0.29703365153518213,over,4.98,"This 2nd floor one bedroom in a Historic Brownstone 1800's across the street from Washington park. Beautiful woodwork throughout with all the comforts of home. Great area where you can walk or jog in the park or just enjoy a cup of coffee outside. Choice of restaurants, stores & shops on Lark street. Movie theater, hospitals and malls all in close proximity. We are located on State street in Albany in a desirable residential area with easy Uber or Lyft service available.  ((NO PARTIES!!))",1010 communication. Great location. Thank you!
1285611741943319818,0.29336547361921017,over,4.83,"Enjoy this stylish studio in the heart of Albany’s Historic District. Walking distance to MVP Arena, parks, Medical facilities and Capitol sites. Newly renovated to accommodate your needs with a touch of historic charm.",The place was exactly as listed and pictured. The check in process was easier and Stephanie was fast with her responses. The studio was close to where I needed to be. Did have some issues with parking like having to drive for 5 minutes or more to find somewhere to park after work or park a street over or down. But other than that had no complaints.
1530586474691779992,0.2776379637527926,over,4.96,"The whole group will enjoy easy access to everything from this centrally located place. Large open floor plan with living room, dining room, work area, kitchen and full bath all on one floor. Front and back porch complete this level. Second floor has four good size bedrooms, all with closets and additional full bath. Great location near St. Peters, Albany medical, colleges, major highways 🛣️ and more. Offstreet parking and yard make this a great place to stop for some adventures",We felt safe and comfortable with the house and neighborhood.  Checkin was a breeze and Diana was very responsive when we contacted her about the heating system. She had us in contact with the maintenance company within minutes.  We were a family of 5 with adult children and there was plenty of room for all of us.
1411754502436034664,0.2755625056080655,over,5.0,"Enjoy this lovely neighborhood of Albany when you stay in this 2-bedroom, 2 bathroom home! Bring the whole family to this great place with lots of room for fun. This bright and cozy home includes a fully equipped kitchen, washer/dryer in the home, a huge backyard with a privacy fence and a swing set. A newly remodeled second floor provides a suite-like experience for anyone staying there.   A great place for a family, traveling professionals, or a single person looking for lots of space.",Easy to check in with clear instructions. Very clean and tidy. Nice back yard and would have been even better with a couple chairs or patio furniture to sit  and relax. Overall great place.
492701952599476407,0.27546680047690053,over,5.0,This stunning property will amaze you from the moment you walk in the door. This charming character apartment provides you with all the modern conveniences you would hope for. Peace and tranquility are in abundance. This property takes advantage of natural light that interacts with the home's warm-toned palettes and floods certain parts of the dwelling works to great effect.  Local cafes and restaurants are a short walk away.  Property is within a 5 min drive to all major Albany area hospitals.,"We thoroughly enjoyed our time in this spacious, comfortable apartment. Jessica was very responsive to any questions we sent her way, even late into the evening. The location is on a lowtraffic residential street in a location convenient to getting around New Yorks capital city."
463013960638078963,0.275141060597214,over,5.0,This stunning property will amaze you from the moment you walk in the door. This charming character apartment provides you with all the modern conveniences you would hope for. Peace and tranquility are in abundance. This property takes advantage of natural light that interacts with the home's warm-toned palettes and floods certain parts of the dwelling works to great effect.  Local cafes and restaurants are a short walk away.  Property is within a 5 min drive to all major Albany area hospitals.,Jessica was a great host!  The space is beautiful and served us very well during a tough time between homes.  The various spaces in the unit provide good opportunity to spread out and get individual space if you have more than a couple people staying.  The location is excellent and provides quick access to most anything that you want in the Capital Region.
1358083780730816889,0.2742578586293085,over,4.75,"Place is within 2-3 miles of AMC, St. Peter's,  UAlbany, SUNY, College of St. Rose, Washington park, Empire State Plaza, and many other establishments.  Only 15 minute ride to the airport !","HOT WATER SHOWERS in New York!.  Thank you so much.  Comfortable King Size Bed and right near the MTA bus system in Albany which was less than 510 mins from Downtown Albany.  Plus, the price point was just what I needed within my budget. Thank you for responding back in time before I booked another hotel 30 mins near the Airport."
